600_b3lyp_001.bgf	600_b3lyp_002.bgf	False
600_b3lyp_001.bgf	600_b3lyp_003.bgf	False
600_b3lyp_001.bgf	600_b3lyp_004.bgf	False
600_b3lyp_001.bgf	600_b3lyp_005.bgf	False
600_b3lyp_001.bgf	600_b3lyp_006.bgf	False
600_b3lyp_001.bgf	600_b3lyp_007.bgf	False
600_b3lyp_001.bgf	600_b3lyp_008.bgf	False
600_b3lyp_001.bgf	600_b3lyp_009.bgf	False
600_b3lyp_001.bgf	600_b3lyp_010.bgf	False
600_b3lyp_001.bgf	600_b3lyp_011.bgf	False
600_b3lyp_001.bgf	600_b3lyp_012.bgf	False
600_b3lyp_001.bgf	600_b3lyp_013.bgf	False
600_b3lyp_001.bgf	600_b3lyp_014.bgf	False
600_b3lyp_001.bgf	600_b3lyp_015.bgf	False
600_b3lyp_001.bgf	600_b3lyp_016.bgf	False
600_b3lyp_001.bgf	600_b3lyp_017.bgf	False
600_b3lyp_001.bgf	600_b3lyp_018.bgf	False
600_b3lyp_001.bgf	600_b3lyp_019.bgf	False
600_b3lyp_001.bgf	600_b3lyp_020.bgf	False
600_b3lyp_001.bgf	600_b3lyp_021.bgf	False
600_b3lyp_001.bgf	600_b3lyp_022.bgf	False
600_b3lyp_001.bgf	600_b3lyp_023.bgf	False
600_b3lyp_001.bgf	600_b3lyp_024.bgf	False
600_b3lyp_001.bgf	600_b3lyp_025.bgf	False
600_b3lyp_001.bgf	600_b3lyp_026.bgf	False
600_b3lyp_001.bgf	600_b3lyp_027.bgf	False
600_b3lyp_001.bgf	600_b3lyp_028.bgf	False
600_b3lyp_001.bgf	600_b3lyp_029.bgf	False
600_b3lyp_001.bgf	600_b3lyp_030.bgf	False
600_b3lyp_001.bgf	600_b3lyp_031.bgf	False
600_b3lyp_001.bgf	600_b3lyp_032.bgf	False
600_b3lyp_001.bgf	600_b3lyp_033.bgf	False
600_b3lyp_001.bgf	600_b3lyp_034.bgf	False
600_b3lyp_001.bgf	600_b3lyp_035.bgf	False
600_b3lyp_001.bgf	600_b3lyp_036.bgf	False
600_b3lyp_001.bgf	600_b3lyp_037.bgf	False
600_b3lyp_001.bgf	600_b3lyp_038.bgf	False
600_b3lyp_001.bgf	600_b3lyp_039.bgf	False
600_b3lyp_001.bgf	600_b3lyp_040.bgf	False
600_b3lyp_001.bgf	600_b3lyp_041.bgf	False
600_b3lyp_001.bgf	600_b3lyp_042.bgf	False
600_b3lyp_001.bgf	600_b3lyp_043.bgf	False
600_b3lyp_001.bgf	600_b3lyp_044.bgf	False
600_b3lyp_001.bgf	600_b3lyp_045.bgf	False
600_b3lyp_001.bgf	600_b3lyp_046.bgf	False
600_b3lyp_001.bgf	600_b3lyp_047.bgf	False
600_b3lyp_001.bgf	600_b3lyp_048.bgf	False
600_b3lyp_001.bgf	600_b3lyp_049.bgf	False
600_b3lyp_001.bgf	600_b3lyp_050.bgf	False
600_b3lyp_001.bgf	600_b3lyp_051.bgf	False
600_b3lyp_001.bgf	600_b3lyp_052.bgf	False
600_b3lyp_001.bgf	600_b3lyp_053.bgf	False
600_b3lyp_001.bgf	600_b3lyp_054.bgf	False
600_b3lyp_001.bgf	600_b3lyp_055.bgf	False
600_b3lyp_001.bgf	600_b3lyp_056.bgf	False
600_b3lyp_001.bgf	600_b3lyp_057.bgf	False
600_b3lyp_001.bgf	600_b3lyp_058.bgf	False
600_b3lyp_001.bgf	600_b3lyp_059.bgf	False
600_b3lyp_001.bgf	600_b3lyp_060.bgf	False
600_b3lyp_001.bgf	600_b3lyp_061.bgf	False
600_b3lyp_001.bgf	600_b3lyp_062.bgf	False
600_b3lyp_001.bgf	600_b3lyp_063.bgf	False
600_b3lyp_001.bgf	600_b3lyp_064.bgf	False
600_b3lyp_001.bgf	600_b3lyp_065.bgf	False
600_b3lyp_001.bgf	600_b3lyp_066.bgf	False
600_b3lyp_001.bgf	600_b3lyp_067.bgf	False
