NN1 1.5986e-01
NN2 1.4787e-01
NN3 1.4183e-01
NN4 1.3854e-01
NN5 1.4042e-01
NN6 1.4372e-01
NN7 1.3725e-01
NN8 1.3664e-01
NN9 1.4507e-01
NN91 1.2968e-01
NN92 1.2775e-01
NN93 1.3829e-01
